district_name,item_name,report_month,required_units,units_distributed,funding_source,programme,beneficiary_count,priority_level,district_code,unit_type,collection_method,last_updated,balance,remarks
Sargodha,Water,2025-08-01,2597.0,2597.0,UNHCR,WASH Program,1022,Low,PK-SAR,liters,Mobile App,2025-08-21,0.0,Field verified
Faisalabad,Food,2026-01-01,,2534.0,Private Donor,Nutrition Program,1458,High,PK-FAI,kg,Mobile App,2026-01-24,,Pending review
Peshawar,Food,2025-09-01,2859.0,,Private Donor,Nutrition Program,170,Medium,PK-PES,kg,Mobile App,2025-09-03,,Partner discrepancy noted
Hyderabad,Water,2025-03-01,3165.0,3625.0,UNICEF,WASH Program,978,High,PK-HYD,liters,Survey,2025-03-15,-460.0,Field verified
Sargodha,Water,2026-06-01,4840.0,4694.0,UNHCR,WASH Program,1959,High,PK-SAR,liters,Manual Entry,2026-06-01,146.0,
Rawalpindi,Clothing,2026-11-01,1814.0,1983.0,USAID,Winter Aid,893,Medium,PK-RAW,pieces,Mobile App,2026-11-04,-169.0,
Bahawalpur,Water,2025-03-01,1546.0,737.0,Private Donor,WASH Program,2327,High,PK-BAH,liters,Partner Report,2025-03-09,809.0,Reported by district office
Multan,Water,2026-09-01,4867.0,4042.0,Local Fund,WASH Program,1706,High,PK-MUL,liters,Mobile App,2026-09-21,825.0,
Rawalpindi,Water,2024-01-01,3573.0,3276.0,Red Crescent,WASH Program,1896,High,PK-RAW,liters,Mobile App,2024-01-12,297.0,Pending review
Sialkot,Clothing,2025-07-01,156.0,114.0,UNHCR,Winter Aid,2117,Medium,PK-SIA,pieces,Partner Report,2025-07-18,42.0,
Sialkot,Medicine,2024-07-01,,2469.0,Red Crescent,Health Support,217,High,PK-SIA,kits,Mobile App,2024-07-19,,Field verified
Rawalpindi,Clothing,2024-12-01,,1366.0,WFP,Winter Aid,1398,Low,PK-RAW,pieces,Partner Report,2024-12-12,,Partner discrepancy noted
Quetta,Water,2026-06-01,1878.0,1565.0,Red Crescent,WASH Program,2692,High,PK-QUE,liters,Survey,2026-06-16,313.0,Reported by district office
Sialkot,Medicine,2025-01-01,1112.0,392.0,USAID,Health Support,1965,High,PK-SIA,kits,Mobile App,2025-01-04,720.0,Partner discrepancy noted
Peshawar,Clothing,2024-10-01,2654.0,2824.0,USAID,Winter Aid,2989,Low,PK-PES,pieces,Manual Entry,2024-10-25,-170.0,Partner discrepancy noted
Hyderabad,Shelter,2024-08-01,2152.0,1578.0,USAID,Shelter Support,493,Low,PK-HYD,units,Mobile App,2024-08-24,574.0,Pending review
Bahawalpur,Water,2025-11-01,5315.0,,UNHCR,WASH Program,354,High,PK-BAH,liters,Mobile App,2025-11-13,,Reported by district office
Sargodha,Medicine,2026-10-01,675.0,620.0,Private Donor,Health Support,1447,High,PK-SAR,kits,Survey,2026-10-22,55.0,Field verified
Peshawar,Shelter,2024-08-01,5126.0,5126.0,UNHCR,Shelter Support,2961,Medium,PK-PES,units,Mobile App,2024-08-17,0.0,Partner discrepancy noted
Sargodha,Clothing,2025-06-01,528.0,603.0,Private Donor,Winter Aid,471,Medium,PK-SAR,pieces,Manual Entry,2025-06-11,-75.0,
Gujranwala,Food,2024-04-01,4159.0,2225.0,USAID,Nutrition Program,623,High,PK-GUJ,kg,Partner Report,2024-04-03,1934.0,
Quetta,Medicine,2026-10-01,1514.0,1312.0,UNHCR,Health Support,2799,High,PK-QUE,kits,Survey,2026-10-07,202.0,Partner discrepancy noted
Lahore,Hygiene,2026-09-01,4359.0,3441.0,Local Fund,WASH Program,2782,High,PK-LAH,kits,Partner Report,2026-09-12,949.0,Partner discrepancy noted
Faisalabad,Hygiene,2025-09-01,875.0,783.0,Red Crescent,WASH Program,938,High,PK-FAI,kits,Mobile App,2025-09-25,92.0,
Gujranwala,Clothing,2024-01-01,953.0,781.0,UNICEF,Winter Aid,1069,Low,PK-GUJ,pieces,Partner Report,2024-01-02,172.0,Partner discrepancy noted
Sargodha,Clothing,2026-11-01,745.0,549.0,Local Fund,Winter Aid,2297,Low,PK-SAR,pieces,Mobile App,2026-11-17,196.0,Pending review
Hyderabad,Medicine,2026-04-01,981.0,962.0,WFP,Health Support,1537,High,PK-HYD,kits,Manual Entry,2026-04-06,19.0,Partner discrepancy noted
Faisalabad,Hygiene,2024-02-01,468.0,370.0,USAID,WASH Program,588,High,PK-FAI,kits,Mobile App,2024-02-23,98.0,Pending review
Hyderabad,Clothing,2025-05-01,3290.0,3484.0,UNICEF,Winter Aid,1580,High,PK-HYD,pieces,Partner Report,2025-05-12,-194.0,Partner discrepancy noted
Peshawar,Food,2026-05-01,3010.0,,UNHCR,Nutrition Program,1502,High,PK-PES,kg,Mobile App,2026-05-15,,Pending review
Gujranwala,Food,2025-09-01,4124.0,3190.0,USAID,Nutrition Program,1618,Medium,PK-GUJ,kg,Mobile App,2025-09-09,934.0,
Bahawalpur,Food,2026-02-01,3139.0,3063.0,Red Crescent,Nutrition Program,236,Medium,PK-BAH,kg,Manual Entry,2026-02-24,76.0,Field verified
Rawalpindi,Shelter,2025-07-01,3642.0,3281.0,Red Crescent,Shelter Support,2606,Medium,PK-RAW,units,Partner Report,2025-07-16,361.0,Field verified
Hyderabad,Food,2024-02-01,4087.0,4087.0,UNHCR,Nutrition Program,1123,Low,PK-HYD,kg,Partner Report,2024-02-06,0.0,Field verified
Gujranwala,Water,2025-05-01,3301.0,2949.0,USAID,WASH Program,2018,High,PK-GUJ,liters,Mobile App,2025-05-16,352.0,Field verified
Peshawar,Medicine,2025-05-01,,1694.0,Private Donor,Health Support,1317,Medium,PK-PES,kits,Manual Entry,2025-05-13,,Reported by district office
Faisalabad,Hygiene,2026-02-01,2703.0,2100.0,UNHCR,WASH Program,618,High,PK-FAI,kits,Partner Report,2026-02-20,603.0,
Multan,Clothing,2026-04-01,3549.0,,USAID,Winter Aid,1860,Low,PK-MUL,pieces,Mobile App,2026-04-19,,Pending review
Faisalabad,Water,2025-10-01,5165.0,3699.0,Local Fund,WASH Program,1032,Low,PK-FAI,liters,Mobile App,2025-10-13,1466.0,Partner discrepancy noted
Quetta,Shelter,2026-10-01,3483.0,3363.0,UNICEF,Shelter Support,853,Medium,PK-QUE,units,Survey,2026-10-21,120.0,Field verified
Faisalabad,Hygiene,2025-01-01,5184.0,,USAID,WASH Program,678,Low,PK-FAI,kits,Mobile App,2025-01-15,,Reported by district office
Hyderabad,Shelter,2026-12-01,1824.0,,UNICEF,Shelter Support,790,Low,PK-HYD,units,Survey,2026-12-18,,Pending review
Hyderabad,Food,2024-06-01,3729.0,,USAID,Nutrition Program,1579,Medium,PK-HYD,kg,Survey,2024-06-22,,Partner discrepancy noted
Karachi,Medicine,2024-12-01,2937.0,2356.0,Red Crescent,Health Support,1813,High,PK-KAR,kits,Manual Entry,2024-12-22,581.0,Field verified
Lahore,Medicine,2026-05-01,228.0,109.0,Private Donor,Health Support,2598,Low,PK-LAH,kits,Partner Report,2026-05-08,154.0,Field verified
Faisalabad,Hygiene,2024-02-01,468.0,370.0,USAID,WASH Program,588,High,PK-FAI,kits,Mobile App,2024-02-23,98.0,Pending review
Peshawar,Food,2026-12-01,1316.0,963.0,Red Crescent,Nutrition Program,2381,Low,PK-PES,kg,Manual Entry,2026-12-04,353.0,Pending review
Sargodha,Shelter,2025-03-01,2540.0,2762.0,UNICEF,Shelter Support,680,Medium,PK-SAR,units,Manual Entry,2025-03-23,-222.0,Reported by district office
Rawalpindi,Water,2024-07-01,1724.0,1380.0,Local Fund,WASH Program,920,Low,PK-RAW,liters,Mobile App,2024-07-15,344.0,
Sialkot,Clothing,2024-03-01,1555.0,525.0,Private Donor,Winter Aid,1361,Low,PK-SIA,pieces,Mobile App,2024-03-17,1030.0,Field verified
Quetta,Clothing,2026-10-01,2437.0,2437.0,Red Crescent,Winter Aid,1371,High,PK-QUE,pieces,Manual Entry,2026-10-10,-22.0,Field verified
Peshawar,Shelter,2025-11-01,3230.0,2892.0,UNICEF,Shelter Support,499,High,PK-PES,units,Partner Report,2025-11-14,338.0,Partner discrepancy noted
Rawalpindi,Shelter,2025-05-01,2826.0,2674.0,WFP,Shelter Support,647,High,PK-RAW,units,Mobile App,2025-05-09,152.0,Reported by district office
Gujranwala,Clothing,2026-06-01,2002.0,2002.0,USAID,Winter Aid,210,Low,PK-GUJ,pieces,Manual Entry,2026-06-23,0.0,Reported by district office
Lahore,Water,2024-01-01,1881.0,,UNHCR,WASH Program,1446,High,PK-LAH,liters,Partner Report,2024-01-24,,Field verified
Sialkot,Medicine,2025-01-01,835.0,,Local Fund,Health Support,2138,High,PK-SIA,kits,Survey,2025-01-06,,Partner discrepancy noted
Faisalabad,Water,2025-05-01,603.0,486.0,Local Fund,WASH Program,815,Medium,PK-FAI,liters,Survey,2025-05-13,117.0,Reported by district office
Sargodha,Food,2024-05-01,3769.0,3094.0,Local Fund,Nutrition Program,554,Low,PK-SAR,kg,Mobile App,2024-05-21,675.0,Reported by district office
Quetta,Hygiene,2026-02-01,4350.0,3086.0,Local Fund,WASH Program,2375,High,PK-QUE,kits,Manual Entry,2026-02-09,1264.0,Reported by district office
Lahore,Shelter,2026-05-01,3442.0,1812.0,Private Donor,Shelter Support,1654,Medium,PK-LAH,units,Manual Entry,2026-05-02,1630.0,
Gujranwala,Clothing,2026-04-01,1345.0,1524.0,UNICEF,Winter Aid,1274,High,PK-GUJ,pieces,Mobile App,2026-04-01,-179.0,Pending review
Lahore,Food,2024-04-01,3469.0,3132.0,UNHCR,Nutrition Program,2784,Medium,PK-LAH,kg,Manual Entry,2024-04-05,337.0,Pending review
Peshawar,Medicine,2025-11-01,4091.0,1488.0,Private Donor,Health Support,1796,Low,PK-PES,kits,Survey,2025-11-21,2603.0,Reported by district office
Rawalpindi,Water,2025-08-01,3713.0,2820.0,Private Donor,WASH Program,2928,Low,PK-RAW,liters,Mobile App,2025-08-21,893.0,
Faisalabad,Hygiene,2024-12-01,,1827.0,WFP,WASH Program,2358,Medium,PK-FAI,kits,Survey,2024-12-14,,
Quetta,Hygiene,2025-07-01,3954.0,3143.0,Local Fund,WASH Program,2658,High,PK-QUE,kits,Mobile App,2025-07-07,811.0,Reported by district office
Karachi,Clothing,2026-11-01,1878.0,1788.0,Red Crescent,Winter Aid,1734,High,PK-KAR,pieces,Survey,2026-11-01,90.0,Partner discrepancy noted
Rawalpindi,Clothing,2026-04-01,901.0,792.0,Private Donor,Winter Aid,623,Medium,PK-RAW,pieces,Survey,2026-04-06,109.0,Field verified
Rawalpindi,Hygiene,2025-09-01,3990.0,3990.0,Local Fund,WASH Program,1137,High,PK-RAW,kits,Manual Entry,2025-09-16,0.0,
Peshawar,Clothing,2026-10-01,690.0,550.0,UNICEF,Winter Aid,201,Low,PK-PES,pieces,Partner Report,2026-10-04,180.0,Partner discrepancy noted
Peshawar,Medicine,2025-02-01,2624.0,868.0,Private Donor,Health Support,637,Low,PK-PES,kits,Mobile App,2025-02-18,1756.0,Reported by district office
Multan,Food,2024-04-01,1342.0,957.0,UNICEF,Nutrition Program,2431,Medium,PK-MUL,kg,Manual Entry,2024-04-13,385.0,Partner discrepancy noted
Gujranwala,Water,2024-09-01,4609.0,,Red Crescent,WASH Program,478,Medium,PK-GUJ,liters,Mobile App,2024-09-19,,Pending review
Sialkot,Food,2026-01-01,3472.0,3643.0,Red Crescent,Nutrition Program,1464,Low,PK-SIA,kg,Manual Entry,2026-01-23,-171.0,
Quetta,Medicine,2025-01-01,1891.0,2097.0,USAID,Health Support,524,High,PK-QUE,kits,Manual Entry,2025-01-03,-206.0,
Gujranwala,Food,2024-08-01,2255.0,1975.0,Red Crescent,Nutrition Program,1229,Medium,PK-GUJ,kg,Survey,2024-08-12,280.0,Partner discrepancy noted
Bahawalpur,Hygiene,2025-12-01,1497.0,1497.0,Private Donor,WASH Program,2721,Medium,PK-BAH,kits,Partner Report,2025-12-18,0.0,Partner discrepancy noted
Peshawar,Clothing,2026-03-01,4365.0,3316.0,Red Crescent,Winter Aid,158,Low,PK-PES,pieces,Mobile App,2026-03-10,1049.0,Partner discrepancy noted
Gujranwala,Hygiene,2025-02-01,5095.0,5095.0,USAID,WASH Program,2804,Low,PK-GUJ,kits,Survey,2025-02-25,0.0,Pending review
Peshawar,Clothing,2025-10-01,674.0,,WFP,Winter Aid,2038,High,PK-PES,pieces,Manual Entry,2025-10-02,,
Faisalabad,Hygiene,2026-12-01,1893.0,2155.0,Local Fund,WASH Program,256,Medium,PK-FAI,kits,Mobile App,2026-12-07,-262.0,Field verified
Quetta,Shelter,2026-04-01,4162.0,1616.0,Private Donor,Shelter Support,814,Low,PK-QUE,units,Survey,2026-04-14,2487.0,Pending review
Rawalpindi,Water,2026-08-01,4178.0,3867.0,Local Fund,WASH Program,1452,Low,PK-RAW,liters,Mobile App,2026-08-06,311.0,Field verified
Rawalpindi,Clothing,2024-04-01,2304.0,2133.0,UNHCR,Winter Aid,1616,Medium,PK-RAW,pieces,Mobile App,2024-04-05,171.0,
Karachi,Medicine,2026-11-01,4054.0,4577.0,UNICEF,Health Support,1825,Low,PK-KAR,kits,Survey,2026-11-21,-523.0,Field verified
Rawalpindi,Hygiene,2025-01-01,3637.0,,Red Crescent,WASH Program,1027,Medium,PK-RAW,kits,Mobile App,2025-01-07,,Reported by district office
Hyderabad,Water,2025-10-01,3148.0,2971.0,USAID,WASH Program,53,Low,PK-HYD,liters,Manual Entry,2025-10-06,156.0,Field verified
Quetta,Medicine,2024-07-01,870.0,,WFP,Health Support,1523,Low,PK-QUE,kits,Mobile App,2024-07-11,,Pending review
Lahore,Medicine,2025-02-01,5264.0,4625.0,Red Crescent,Health Support,645,Medium,PK-LAH,kits,Partner Report,2025-02-07,639.0,Field verified
Faisalabad,Food,2024-05-01,,1920.0,UNHCR,Nutrition Program,2557,Low,PK-FAI,kg,Mobile App,2024-05-10,,Partner discrepancy noted
Sargodha,Food,2025-12-01,5335.0,5335.0,USAID,Nutrition Program,1076,High,PK-SAR,kg,Mobile App,2025-12-02,0.0,
Hyderabad,Hygiene,2024-11-01,724.0,775.0,Red Crescent,WASH Program,1161,Medium,PK-HYD,kits,Survey,2024-11-25,-51.0,Pending review
Rawalpindi,Hygiene,2026-10-01,1814.0,1576.0,Red Crescent,WASH Program,2174,Medium,PK-RAW,kits,Manual Entry,2026-10-11,238.0,Pending review
Bahawalpur,Medicine,2025-05-01,4713.0,4855.0,USAID,Health Support,275,Low,PK-BAH,kits,Mobile App,2025-05-14,-142.0,Partner discrepancy noted
Faisalabad,Shelter,2026-12-01,5186.0,5003.0,Red Crescent,Shelter Support,1692,Low,PK-FAI,units,Manual Entry,2026-12-19,183.0,Partner discrepancy noted
Quetta,Water,2026-10-01,4757.0,4601.0,WFP,WASH Program,2972,Medium,PK-QUE,liters,Survey,2026-10-06,156.0,Pending review
Rawalpindi,Hygiene,2025-07-01,2826.0,3036.0,UNHCR,WASH Program,196,Medium,PK-RAW,kits,Partner Report,2025-07-24,-210.0,
Bahawalpur,Shelter,2025-07-01,2715.0,2958.0,Private Donor,Shelter Support,2402,High,PK-BAH,units,Survey,2025-07-14,-243.0,Reported by district office
Lahore,Water,2025-11-01,,1691.0,USAID,WASH Program,1396,Medium,PK-LAH,liters,Manual Entry,2025-11-23,,Reported by district office
Bahawalpur,Clothing,2024-09-01,4141.0,4141.0,Red Crescent,Winter Aid,1092,High,PK-BAH,pieces,Mobile App,2024-09-09,0.0,Partner discrepancy noted
Sargodha,Medicine,2024-07-01,5193.0,2275.0,Red Crescent,Health Support,1450,Medium,PK-SAR,kits,Mobile App,2024-07-15,2918.0,
Sialkot,Shelter,2024-04-01,2714.0,2174.0,Red Crescent,Shelter Support,872,Medium,PK-SIA,units,Manual Entry,2024-04-24,540.0,Field verified
Sialkot,Medicine,2024-08-01,,118.0,UNHCR,Health Support,1029,Medium,PK-SIA,kits,Mobile App,2024-08-03,,Partner discrepancy noted
Hyderabad,Food,2026-05-01,5138.0,,USAID,Nutrition Program,2552,Low,PK-HYD,kg,Survey,2026-05-05,,
Bahawalpur,Shelter,2024-11-01,3148.0,,Local Fund,Shelter Support,2204,Medium,PK-BAH,units,Partner Report,2024-11-18,,Field verified
Faisalabad,Medicine,2026-08-01,868.0,740.0,WFP,Health Support,1253,High,PK-FAI,kits,Mobile App,2026-08-11,128.0,
Bahawalpur,Clothing,2024-12-01,4876.0,3826.0,Private Donor,Winter Aid,2655,High,PK-BAH,pieces,Manual Entry,2024-12-04,1050.0,Reported by district office
Multan,Water,2025-03-01,917.0,304.0,Local Fund,WASH Program,1761,Low,PK-MUL,liters,Survey,2025-03-22,613.0,Partner discrepancy noted
Bahawalpur,Medicine,2025-04-01,5201.0,5611.0,Private Donor,Health Support,1852,Low,PK-BAH,kits,Manual Entry,2025-04-04,-410.0,
Bahawalpur,Hygiene,2025-11-01,1273.0,1242.0,WFP,WASH Program,1305,Medium,PK-BAH,kits,Mobile App,2025-11-22,31.0,Reported by district office
Sargodha,Medicine,2026-10-01,675.0,620.0,Private Donor,Health Support,1447,High,PK-SAR,kits,Survey,2026-10-22,55.0,Field verified
Sialkot,Water,2026-01-01,3951.0,,UNHCR,WASH Program,1510,High,PK-SIA,liters,Partner Report,2026-01-21,,Pending review
Multan,Medicine,2024-01-01,764.0,855.0,WFP,Health Support,478,High,PK-MUL,kits,Manual Entry,2024-01-20,-91.0,Partner discrepancy noted
Faisalabad,Hygiene,2026-04-01,4171.0,3222.0,Private Donor,WASH Program,2423,Medium,PK-FAI,kits,Mobile App,2026-04-13,949.0,Pending review
Quetta,Medicine,2024-11-01,4518.0,4651.0,WFP,Health Support,497,Low,PK-QUE,kits,Survey,2024-11-02,-133.0,Pending review
Quetta,Water,2025-11-01,5104.0,2426.0,Local Fund,WASH Program,2464,Low,PK-QUE,liters,Mobile App,2025-11-11,2678.0,Partner discrepancy noted
Karachi,Clothing,2025-11-01,2939.0,2183.0,Red Crescent,Winter Aid,1834,High,PK-KAR,pieces,Manual Entry,2025-11-05,756.0,Partner discrepancy noted
Hyderabad,Food,2025-10-01,4098.0,4273.0,Private Donor,Nutrition Program,1408,Medium,PK-HYD,kg,Survey,2025-10-05,-175.0,Pending review
Peshawar,Shelter,2025-04-01,2880.0,3168.0,Local Fund,Shelter Support,2799,Medium,PK-PES,units,Mobile App,2025-04-17,-288.0,Pending review
Karachi,Water,2025-04-01,1989.0,1419.0,UNICEF,WASH Program,444,High,PK-KAR,liters,Mobile App,2025-04-23,570.0,Pending review
Gujranwala,Medicine,2025-04-01,5125.0,4038.0,UNICEF,Health Support,2695,Low,PK-GUJ,kits,Manual Entry,2025-04-24,1087.0,Field verified
Sialkot,Clothing,2026-07-01,701.0,540.0,UNICEF,Winter Aid,1849,Low,PK-SIA,pieces,Partner Report,2026-07-13,161.0,
Peshawar,Food,2026-07-01,1467.0,1457.0,Local Fund,Nutrition Program,2491,High,PK-PES,kg,Mobile App,2026-07-24,10.0,Field verified
Sialkot,Hygiene,2026-02-01,,489.0,UNICEF,WASH Program,1820,Medium,PK-SIA,kits,Mobile App,2026-02-09,,Reported by district office
Rawalpindi,Clothing,2025-08-01,1159.0,491.0,USAID,Winter Aid,1004,High,PK-RAW,pieces,Manual Entry,2025-08-05,668.0,Reported by district office
Peshawar,Medicine,2024-08-01,685.0,,Private Donor,Health Support,1363,High,PK-PES,kits,Survey,2024-08-02,,
Lahore,Hygiene,2026-09-01,2427.0,2318.0,Red Crescent,WASH Program,2477,Low,PK-LAH,kits,Survey,2026-09-15,109.0,Reported by district office
Rawalpindi,Hygiene,2024-09-01,2748.0,2248.0,UNICEF,WASH Program,1135,Low,PK-RAW,kits,Mobile App,2024-09-25,500.0,Field verified
Peshawar,Clothing,2024-06-01,4556.0,4345.0,UNHCR,Winter Aid,1370,Medium,PK-PES,pieces,Survey,2024-06-12,211.0,Partner discrepancy noted
Sargodha,Medicine,2024-04-01,4232.0,,WFP,Health Support,2389,High,PK-SAR,kits,Partner Report,2024-04-22,,Pending review
Bahawalpur,Food,2024-08-01,3935.0,2842.0,WFP,Nutrition Program,706,High,PK-BAH,kg,Manual Entry,2024-08-09,1093.0,Partner discrepancy noted
Bahawalpur,Clothing,2026-01-01,2802.0,2196.0,USAID,Winter Aid,623,High,PK-BAH,pieces,Manual Entry,2026-01-15,606.0,Reported by district office
Gujranwala,Water,2026-07-01,3544.0,,UNHCR,WASH Program,2295,Low,PK-GUJ,liters,Manual Entry,2026-07-11,,
Lahore,Hygiene,2024-11-01,3280.0,1397.0,UNHCR,WASH Program,1217,High,PK-LAH,kits,Manual Entry,2024-11-14,1883.0,Field verified
Gujranwala,Water,2024-05-01,3944.0,2857.0,WFP,WASH Program,862,Medium,PK-GUJ,liters,Partner Report,2024-05-09,1087.0,Pending review
Hyderabad,Clothing,2026-09-01,4543.0,4827.0,WFP,Winter Aid,2627,Low,PK-HYD,pieces,Manual Entry,2026-09-12,-284.0,Pending review
Sialkot,Hygiene,2024-10-01,3810.0,3093.0,WFP,WASH Program,515,High,PK-SIA,kits,Partner Report,2024-10-12,717.0,Reported by district office
Peshawar,Food,2026-04-01,5089.0,4292.0,Local Fund,Nutrition Program,810,Low,PK-PES,kg,Manual Entry,2026-04-10,797.0,
Sialkot,Shelter,2026-09-01,122.0,122.0,USAID,Shelter Support,2782,Low,PK-SIA,units,Manual Entry,2026-09-07,26.0,Pending review
Sialkot,Water,2025-11-01,1991.0,,Red Crescent,WASH Program,2023,High,PK-SIA,liters,Manual Entry,2025-11-16,,Partner discrepancy noted
Sialkot,Food,2026-03-01,3667.0,3255.0,Private Donor,Nutrition Program,2026,High,PK-SIA,kg,Partner Report,2026-03-03,412.0,Partner discrepancy noted
Bahawalpur,Water,2024-04-01,2432.0,897.0,USAID,WASH Program,2402,High,PK-BAH,liters,Survey,2024-04-22,1535.0,Reported by district office
Gujranwala,Hygiene,2025-12-01,3540.0,3134.0,WFP,WASH Program,2626,Low,PK-GUJ,kits,Partner Report,2025-12-24,406.0,Pending review
Quetta,Clothing,2026-01-01,2137.0,1953.0,Local Fund,Winter Aid,1010,High,PK-QUE,pieces,Manual Entry,2026-01-04,184.0,Field verified
Multan,Water,2024-06-01,1632.0,1196.0,Private Donor,WASH Program,1203,High,PK-MUL,liters,Survey,2024-06-02,436.0,Field verified
Hyderabad,Clothing,2026-11-01,1038.0,986.0,Private Donor,Winter Aid,1304,Low,PK-HYD,pieces,Partner Report,2026-11-12,52.0,Field verified
Hyderabad,Water,2025-09-01,817.0,,Private Donor,WASH Program,230,Low,PK-HYD,liters,Survey,2025-09-06,,Field verified
Hyderabad,Hygiene,2025-06-01,,2482.0,USAID,WASH Program,1486,Low,PK-HYD,kits,Survey,2025-06-16,,Pending review
Hyderabad,Medicine,2025-07-01,962.0,962.0,USAID,Health Support,969,Medium,PK-HYD,kits,Mobile App,2025-07-03,-33.0,
Karachi,Shelter,2026-04-01,2973.0,2517.0,WFP,Shelter Support,1236,Medium,PK-KAR,units,Survey,2026-04-10,456.0,Field verified
Hyderabad,Food,2026-06-01,468.0,425.0,Private Donor,Nutrition Program,589,High,PK-HYD,kg,Mobile App,2026-06-12,43.0,Partner discrepancy noted
Hyderabad,Hygiene,2025-07-01,1380.0,1109.0,UNHCR,WASH Program,1937,Medium,PK-HYD,kits,Partner Report,2025-07-07,271.0,Field verified
Rawalpindi,Clothing,2024-04-01,2304.0,2133.0,UNHCR,Winter Aid,1616,Medium,PK-RAW,pieces,Mobile App,2024-04-05,171.0,
Gujranwala,Food,2025-05-01,4261.0,3968.0,UNHCR,Nutrition Program,438,High,PK-GUJ,kg,Manual Entry,2025-05-16,293.0,
Quetta,Clothing,2025-12-01,,2286.0,Local Fund,Winter Aid,2926,High,PK-QUE,pieces,Survey,2025-12-23,,
Gujranwala,Shelter,2024-11-01,2072.0,2005.0,UNICEF,Shelter Support,889,High,PK-GUJ,units,Mobile App,2024-11-17,67.0,
Lahore,Water,2026-09-01,3740.0,3740.0,UNHCR,WASH Program,1822,Low,PK-LAH,liters,Mobile App,2026-09-21,0.0,Reported by district office
Sargodha,Hygiene,2026-08-01,4465.0,3238.0,UNICEF,WASH Program,957,Low,PK-SAR,kits,Survey,2026-08-23,1227.0,Field verified
Multan,Food,2024-11-01,3026.0,2694.0,WFP,Nutrition Program,2506,Low,PK-MUL,kg,Partner Report,2024-11-14,332.0,Partner discrepancy noted
Karachi,Food,2025-07-01,1196.0,453.0,Private Donor,Nutrition Program,990,Medium,PK-KAR,kg,Partner Report,2025-07-02,743.0,
Multan,Medicine,2024-11-01,2691.0,1193.0,Local Fund,Health Support,2111,High,PK-MUL,kits,Survey,2024-11-06,1498.0,Reported by district office
Sialkot,Medicine,2026-04-01,1552.0,1237.0,UNHCR,Health Support,2509,Low,PK-SIA,kits,Survey,2026-04-08,315.0,Reported by district office
Peshawar,Medicine,2025-10-01,4287.0,3770.0,Local Fund,Health Support,391,High,PK-PES,kits,Partner Report,2025-10-01,517.0,Pending review
Bahawalpur,Food,2025-02-01,2025.0,1017.0,UNHCR,Nutrition Program,2877,Low,PK-BAH,kg,Manual Entry,2025-02-23,1008.0,Pending review
Faisalabad,Water,2026-12-01,1281.0,,WFP,WASH Program,654,High,PK-FAI,liters,Partner Report,2026-12-03,,
Rawalpindi,Clothing,2026-04-01,901.0,792.0,Private Donor,Winter Aid,623,Medium,PK-RAW,pieces,Survey,2026-04-06,109.0,Field verified
