Beneficiary_Region,Commodity_Type,Reporting_Period,HH_in_Need,Qty_Given,Programme_Category,Priority_Level,District_Code,Gap_Balance,Donor_Name,Notes,Record_ID
Peshawar,Clothing,May-2025,741.0,297.0,Emergency,Low,PK-PES,444,UNICEF,Partial delivery,REC00093
Sialkot,Food,04/01/2025,728.0,634.0,Seasonal Aid,Medium,PK-SIA,94,WFP,Reported late,REC01235
Quetta,Hygiene,2026/12/01,502.0,209.0,Emergency,Low,PK-QUE,293,WFP,Partial delivery,REC02386
Hyderabad,Medicine,May-2026,133.0,125.0,Development,High,PK-HYD,8,Red Crescent,Awaiting confirmation,REC01014
Quetta,Hygiene,05/01/2026,748.0,677.0,Development,High,PK-QUE,71,UNICEF,N/A,REC01701
Quetta,Clothing,May-2026,727.0,386.0,Seasonal Aid,High,,341,WFP,Reported late,REC00948
Sialkot,Shelter,Oct-2026,142.0,85.0,Development,High,PK-SIA,57,Govt Relief Fund,Verified by field officer,REC01794
Sialkot,Water,Jul-2025,477.0,456.0,,Medium,PK-SIA,21,Red Crescent,Partial delivery,REC01110
Quetta,Medicine,2026/11/01,512.0,197.0,Emergency,Medium,PK-QUE,294,UNHCR,Awaiting confirmation,REC00191
Multan,Hygiene,2025-07-01,191.0,145.0,Emergency,Medium,PK-MUL,46,UNHCR,Delayed due to weather,REC02088
Rawalpindi,Clothing,Jan-2026,649.0,332.0,Emergency,High,PK-RAW,317,WFP,Delayed due to weather,REC01532
Faisalabad,Medicine,Mar-2025,255.0,167.0,Emergency,High,PK-FAI,88,Red Crescent,,REC01997
Rawalpindi,Hygiene,03/01/2025,175.0,52.0,Seasonal Aid,Medium,PK-RAW,123,Local Fund,Awaiting confirmation,REC02683
Faisalabad,Medicine,06/01/2025,236.0,200.0,Recovery,Low,PK-FAI,36,UNICEF,Verified by field officer,REC01955
Multan,Medicine,2026/03/01,493.0,480.0,Seasonal Aid,High,PK-MUL,13,Red Crescent,Verified by field officer,REC02813
Karachi,Water,2025-05-01,314.0,145.0,Development,Low,PK-KAR,169,Govt Relief Fund,Verified by field officer,REC00724
Multan,Food,07/01/2026,681.0,396.0,Development,Medium,PK-MUL,285,UNICEF,Awaiting confirmation,REC02112
Peshawar,Food,2026/07/01,144.0,97.0,Recovery,Medium,PK-PES,47,UNICEF,Partial delivery,REC02282
Sargodha,Hygiene,04/01/2025,402.0,299.0,Seasonal Aid,Medium,PK-SAR,103,USAID,N/A,REC00677
Faisalabad,Water,May-2025,561.0,543.0,,Medium,PK-FAI,18,WFP,Delayed due to weather,REC00106
Rawalpindi,Water,2025-06-01,335.0,240.0,Development,High,PK-RAW,95,Local Fund,,REC02802
Peshawar,Medicine,2026-10-01,518.0,450.0,Recovery,Medium,PK-PES,68,WFP,Reported late,REC02992
Hyderabad,Medicine,Jan-2026,241.0,110.0,Development,Medium,PK-HYD,131,UNICEF,Delayed due to weather,REC01964
Faisalabad,Hygiene,Oct-2025,672.0,366.0,Seasonal Aid,Low,PK-FAI,306,Red Crescent,N/A,REC00903
Gujranwala,Clothing,03/01/2026,612.0,316.0,Emergency,Low,PK-GUJ,296,USAID,Reported late,REC02302
Gujranwala,Medicine,2025-11-01,369.0,156.0,Emergency,Medium,PK-GUJ,213,UNICEF,Delayed due to weather,REC01433
Sargodha,Shelter,Mar-2026,737.0,741.0,Recovery,High,PK-SAR,-4,UNHCR,Verified by field officer,REC02471
Quetta,Shelter,2025-08-01,863.0,288.0,Development,Medium,PK-QUE,575,WFP,,REC00775
Lahore,Food,2025/12/01,288.0,282.0,Development,High,PK-LAH,-15,USAID,Awaiting confirmation,REC01233
Hyderabad,Food,08/01/2025,601.0,420.0,Development,Low,PK-HYD,181,UNHCR,N/A,REC00859
Sialkot,Shelter,Dec-2025,241.0,203.0,Emergency,Medium,PK-SIA,38,UNHCR,Delayed due to weather,REC01429
Faisalabad,Shelter,2026/04/01,601.0,482.0,Recovery,High,PK-FAI,119,Local Fund,Verified by field officer,REC02030
Peshawar,Hygiene,08/01/2026,590.0,221.0,Seasonal Aid,Medium,PK-PES,369,USAID,Reported late,REC02128
Peshawar,Medicine,Jul-2026,211.0,105.0,Seasonal Aid,High,PK-PES,106,WFP,Reported late,REC00990
Multan,Shelter,2026-01-01,653.0,670.0,Recovery,High,PK-MUL,-17,UNHCR,Verified by field officer,REC00498
Peshawar,Shelter,2025/04/01,846.0,324.0,Recovery,Low,PK-PES,522,Red Crescent,Delayed due to weather,REC02986
Hyderabad,Shelter,11/01/2025,502.0,374.0,Emergency,Low,PK-HYD,128,UNICEF,Delayed due to weather,REC01608
Sargodha,Hygiene,2025/09/01,870.0,877.0,Recovery,High,PK-SAR,-22,WFP,Awaiting confirmation,REC02136
Karachi,Medicine,Nov-2026,391.0,346.0,Recovery,Medium,PK-KAR,45,Local Fund,N/A,REC01990
Hyderabad,Hygiene,2026-09-01,350.0,265.0,Recovery,High,PK-HYD,88,USAID,N/A,REC00065
Hyderabad,Shelter,2026/06/01,336.0,251.0,Recovery,High,PK-HYD,85,WFP,Partial delivery,REC02654
Faisalabad,Hygiene,2025-03-01,328.0,171.0,Emergency,Low,PK-FAI,157,UNHCR,,REC01815
Peshawar,Medicine,May-2025,298.0,226.0,Seasonal Aid,Low,PK-PES,72,UNICEF,,REC00275
Peshawar,Water,Jan-2026,612.0,499.0,Development,High,PK-PES,113,Local Fund,Awaiting confirmation,REC00726
Rawalpindi,Food,2025/06/01,478.0,241.0,Emergency,Medium,PK-RAW,237,Red Crescent,Partial delivery,REC01680
Hyderabad,Food,Jun-2025,635.0,,Recovery,Medium,PK-HYD,260,Local Fund,Partial delivery,REC02597
Hyderabad,Water,2025-06-01,729.0,404.0,Emergency,Low,PK-HYD,325,WFP,Partial delivery,REC01150
Bahawalpur,Water,Aug-2025,577.0,230.0,Development,Low,PK-BAH,347,Govt Relief Fund,Partial delivery,REC02202
Faisalabad,Clothing,Jul-2025,310.0,108.0,Seasonal Aid,High,PK-FAI,202,WFP,Delayed due to weather,REC02662
Faisalabad,Shelter,2025-05-01,583.0,250.0,Seasonal Aid,,PK-FAI,333,Red Crescent,,REC01364
Bahawalpur,Water,2025/09/01,834.0,461.0,Seasonal Aid,Medium,PK-BAH,370,UNICEF,,REC00411
Sargodha,Clothing,07/01/2026,784.0,818.0,Seasonal Aid,Medium,PK-SAR,-34,UNICEF,,REC00831
Lahore,Food,Mar-2025,795.0,777.0,Recovery,High,PK-LAH,18,Local Fund,N/A,REC00913
Karachi,Shelter,Aug-2026,416.0,318.0,Emergency,Low,PK-KAR,96,Local Fund,,REC02566
Rawalpindi,Water,2026/08/01,729.0,318.0,,Low,PK-RAW,411,Local Fund,Delayed due to weather,REC02093
Peshawar,medicine,2025-01-01,355.0,297.0,Development,High,PK-PES,58,UNICEF,N/A,REC00391
Multan,Water,2026/07/01,279.0,233.0,Recovery,Medium,PK-MUL,46,UNHCR,Awaiting confirmation,REC02269
Rawalpindi,Food,05/01/2025,224.0,118.0,Seasonal Aid,Low,PK-RAW,106,UNHCR,Verified by field officer,REC02189
Bahawalpur,Water,08/01/2026,,334.0,Seasonal Aid,Medium,PK-BAH,175,Red Crescent,,REC01374
Hyderabad,Clothing,2025/02/01,536.0,548.0,Seasonal Aid,High,PK-HYD,-12,Govt Relief Fund,Reported late,REC02406
Multan,Medicine,2025-01-01,641.0,493.0,Emergency,High,PK-MUL,148,UNICEF,Verified by field officer,REC00723
Bahawalpur,Medicine,09/01/2026,557.0,328.0,Emergency,Low,PK-BAH,229,Red Crescent,Delayed due to weather,REC00262
Karachi,Clothing,Jun-2025,625.0,233.0,Recovery,Medium,PK-KAR,392,UNHCR,Verified by field officer,REC00899
Sialkot,Shelter,2025-09-01,837.0,691.0,Emergency,High,PK-SIA,146,UNHCR,Partial delivery,REC02244
Bahawalpur,Medicine,2025-08-01,878.0,269.0,Development,Low,PK-BAH,609,UNICEF,Delayed due to weather,REC02164
Peshawar,Food,Jan-2025,645.0,278.0,Emergency,,PK-PES,367,Govt Relief Fund,,REC00719
Faisalabad,Clothing,06/01/2025,572.0,367.0,Seasonal Aid,Medium,PK-FAI,205,Local Fund,Verified by field officer,REC02441
Lahore,Food,10/01/2025,788.0,747.0,Recovery,Medium,PK-LAH,41,Govt Relief Fund,Partial delivery,REC02068
Peshawar,Medicine,2026/07/01,474.0,334.0,Seasonal Aid,Low,PK-PES,140,UNHCR,Delayed due to weather,REC02407
Faisalabad,Food,2025/04/01,168.0,121.0,Emergency,High,PK-FAI,47,UNICEF,N/A,REC02918
Sargodha,Hygiene,2026-04-01,98.0,84.0,Development,Low,PK-SAR,14,UNHCR,Partial delivery,REC00936
Rawalpindi,Medicine,Aug-2025,233.0,164.0,Emergency,Medium,PK-RAW,69,UNHCR,Verified by field officer,REC02803
Sargodha,Shelter,2026-03-01,99.0,66.0,Seasonal Aid,Medium,PK-SAR,33,WFP,Delayed due to weather,REC00421
Gujranwala,Water,2026/12/01,728.0,434.0,Seasonal Aid,Low,PK-GUJ,294,WFP,N/A,REC02198
Faisalabad,Shelter,05/01/2026,261.0,196.0,Development,Low,PK-FAI,65,Local Fund,Partial delivery,REC00010
Hyderabad,Medicine,04/01/2026,486.0,215.0,Emergency,High,PK-HYD,271,Local Fund,,REC01938
Gujranwala,Water,2026-01-01,605.0,321.0,Seasonal Aid,Low,PK-GUJ,266,Red Crescent,,REC01120
Lahore,Water,Sep-2026,409.0,303.0,Development,High,PK-LAH,106,UNICEF,Awaiting confirmation,REC02971
Rawalpindi,Water,08/01/2025,715.0,662.0,Emergency,,PK-RAW,53,Govt Relief Fund,Verified by field officer,REC00535
Karachi,Shelter,2026/04/01,706.0,664.0,Emergency,Medium,PK-KAR,42,Red Crescent,N/A,REC00549
Bahawalpur,Hygiene,07/01/2026,806.0,320.0,Recovery,Medium,PK-BAH,486,WFP,N/A,REC01585
Faisalabad,Medicine,2025-05-01,737.0,651.0,Development,High,PK-FAI,86,UNHCR,Verified by field officer,REC00299
Rawalpindi,Water,2026/05/01,309.0,177.0,Seasonal Aid,Low,PK-RAW,132,Red Crescent,Reported late,REC02171
Hyderabad,Water,02/01/2026,408.0,254.0,Recovery,High,PK-HYD,154,Govt Relief Fund,Delayed due to weather,REC01386
Hyderabad,Water,2025-06-01,428.0,416.0,Seasonal Aid,Low,PK-HYD,47,Red Crescent,Delayed due to weather,REC02758
Hyderabad,Water,2025/06/01,317.0,116.0,Seasonal Aid,High,PK-HYD,201,Govt Relief Fund,Partial delivery,REC02962
Multan,Food,10/01/2025,768.0,420.0,Recovery,Medium,PK-MUL,348,UNICEF,,REC02818
Faisalabad,Food,2026-03-01,149.0,75.0,Recovery,High,PK-FAI,74,Govt Relief Fund,Awaiting confirmation,REC01676
Sargodha,Medcine,2026-09-01,259.0,136.0,Emergency,High,PK-SAR,123,UNICEF,Partial delivery,REC01392
Gujranwla,Hygiene,2025/03/01,642.0,548.0,Recovery,High,PK-GUJ,94,Govt Relief Fund,,REC00089
Peshawar,Shelter,2026-12-01,369.0,347.0,Emergency,Medium,PK-PES,22,UNICEF,Delayed due to weather,REC01644
Sargodha,Water,2026/04/01,382.0,121.0,Development,Medium,PK-SAR,261,Red Crescent,Partial delivery,REC00098
Quetta,Hygiene,2025/01/01,514.0,210.0,Emergency,Low,PK-QUE,304,UNHCR,Verified by field officer,REC02100
faisalabad,Shelter,2026/01/01,412.0,302.0,Recovery,Medium,PK-FAI,110,UNICEF,Delayed due to weather,REC02397
Quetta,Clothing,2025/09/01,681.0,310.0,Recovery,Low,PK-QUE,371,WFP,Reported late,REC00510
Hyderabad,Shelter,Oct-2025,799.0,249.0,Emergency,Medium,PK-HYD,550,Govt Relief Fund,Delayed due to weather,REC02260
Sargodha,Water,08/01/2025,249.0,173.0,Development,Low,PK-SAR,76,WFP,N/A,REC00704
Bahawalpur,Clothing,Sep-2026,96.0,57.0,Development,Medium,PK-BAH,39,UNHCR,Verified by field officer,REC01970
Gujranwala,Water,2026/12/01,109.0,85.0,Recovery,Medium,PK-GUJ,24,WFP,,REC02795
Multan,Water,Nov-2025,450.0,314.0,Seasonal Aid,High,PK-MUL,136,USAID,Partial delivery,REC01046
Sargodha,Medicine,Aug-2025,704.0,352.0,Seasonal Aid,Low,PK-SAR,352,Red Crescent,Delayed due to weather,REC01507
Gujranwala,Shelter,2026/10/01,464.0,258.0,Emergency,High,PK-GUJ,206,Local Fund,Partial delivery,REC00940
Peshawar,Clothing,2026/07/01,568.0,570.0,Recovery,Low,PK-PES,-2,Govt Relief Fund,Reported late,REC01430
Rawalpindi,Hygiene,01/01/2025,371.0,238.0,Emergency,Low,PK-RAW,122,UNICEF,,REC01809
Multan,Hygiene,07/01/2025,607.0,557.0,Development,High,PK-MUL,50,USAID,Reported late,REC01912
peshawar,Medicine,Aug-2026,530.0,541.0,Emergency,Medium,PK-PES,-11,Local Fund,Partial delivery,REC02984
Gujranwala,Medicine,May-2025,102.0,85.0,Recovery,,PK-GUJ,17,UNHCR,Partial delivery,REC00608
Gujranwala,Food,2025/09/01,311.0,276.0,Emergency,High,PK-GUJ,35,USAID,,REC02928
Quetta,Clothing,2025/05/01,460.0,304.0,Emergency,High,PK-QUE,156,UNHCR,Verified by field officer,REC02527
Rawalpindi,Water,2026-02-01,686.0,664.0,Emergency,High,PK-RAW,54,Red Crescent,Delayed due to weather,REC02540
Bahawalpur,Medicine,10/01/2026,161.0,97.0,Emergency,High,,64,UNHCR,N/A,REC02890
Karachi,Hygiene,Feb-2025,130.0,116.0,Seasonal Aid,Medium,,14,WFP,Delayed due to weather,REC01071
Karachi,Shelter,2025-09-01,223.0,99.0,Development,High,PK-KAR,124,UNHCR,Verified by field officer,REC02413
Bahawalpur,Hygiene,05/01/2025,147.0,,Recovery,Medium,PK-BAH,13,Govt Relief Fund,N/A,REC00297
Rawalpindi,Water,Jul-2025,260.0,164.0,Seasonal Aid,Medium,PK-RAW,96,Govt Relief Fund,N/A,REC00050
Rawalpindi,water,2025/04/01,530.0,372.0,Emergency,Low,PK-RAW,158,WFP,Delayed due to weather,REC01512
Sargodha,Medicine,01/01/2026,118.0,78.0,Development,Low,PK-SAR,40,UNICEF,Verified by field officer,REC00225
Karachi,Food,11/01/2025,147.0,74.0,,High,PK-KAR,73,UNHCR,Partial delivery,REC01775
Quetta,Medicine,2026-09-01,363.0,153.0,Recovery,High,PK-QUE,210,USAID,Delayed due to weather,REC01244
Multan,Shelter,12/01/2025,471.0,401.0,Seasonal Aid,,PK-MUL,70,Govt Relief Fund,,REC01922
Karachi,Clothing,Feb-2025,545.0,444.0,Recovery,Low,PK-KAR,101,UNICEF,Delayed due to weather,REC00851
quetta,Water,2025/04/01,498.0,408.0,Development,Low,PK-QUE,90,Govt Relief Fund,Reported late,REC01786
Gujranwala,Food,2026-04-01,,185.0,Emergency,Medium,PK-GUJ,265,Red Crescent,Reported late,REC02696
Karachi,Medicine,2025/01/01,590.0,461.0,Recovery,Medium,PK-KAR,129,UNICEF,Verified by field officer,REC01226
Rawalpindi,Food,01/01/2025,889.0,753.0,Recovery,Medium,PK-RAW,136,Local Fund,Awaiting confirmation,REC00563
Hyderabad,Food,11/01/2026,474.0,266.0,Recovery,High,PK-HYD,208,Govt Relief Fund,Verified by field officer,REC02671
Faisalabad,Shelter,06/01/2025,,78.0,Seasonal Aid,Low,PK-FAI,11,Local Fund,Reported late,REC02853
Hyderabad,Clothng,2025/12/01,702.0,701.0,Seasonal Aid,High,PK-HYD,1,UNICEF,Delayed due to weather,REC00605
Hyderabad,Clothing,2026-11-01,542.0,350.0,Seasonal Aid,Medium,PK-HYD,192,Local Fund,,REC00443
Hyderabad,Shelter,Feb-2026,89.0,28.0,Recovery,Low,,61,Govt Relief Fund,Awaiting confirmation,REC02473
Quetta,Clothing,Apr-2025,386.0,231.0,Recovery,High,PK-QUE,155,USAID,N/A,REC01599
Bahawalpur,Water,2026/11/01,93.0,81.0,Seasonal Aid,,PK-BAH,51,UNHCR,Awaiting confirmation,REC01025
Faisalabad,Water,05/01/2025,814.0,388.0,Recovery,Low,PK-FAI,426,Govt Relief Fund,Partial delivery,REC02588
Peshawar,Food,Jan-2025,738.0,643.0,Recovery,Low,,95,Red Crescent,Reported late,REC02816
Sargodha,Clothing,2025/09/01,682.0,375.0,Emergency,High,PK-SAR,307,Local Fund,Partial delivery,REC02811
Sialkot,Water,2026-07-01,715.0,220.0,Development,High,PK-SIA,495,UNHCR,Delayed due to weather,REC02917
Bahawalpur,Water,2026/03/01,728.0,571.0,Development,Medium,PK-BAH,157,WFP,Delayed due to weather,REC02738
Bahawalpur,Hygiene,2025-11-01,352.0,148.0,Emergency,High,PK-BAH,204,UNHCR,,REC00188
Rawalpindi,Clothing,2026-03-01,170.0,51.0,Emergency,High,PK-RAW,119,Govt Relief Fund,Delayed due to weather,REC00407
Sialkot,Medicine,2026-05-01,886.0,405.0,Seasonal Aid,Low,PK-SIA,481,Local Fund,N/A,REC01173
Lahore,Shelter,Nov-2025,899.0,684.0,Emergency,Medium,PK-LAH,215,UNHCR,,REC02800
Gujranwala,Water,12/01/2025,688.0,326.0,Development,Medium,PK-GUJ,362,USAID,Partial delivery,REC00394
Peshawar,Food,07/01/2026,237.0,213.0,Recovery,Medium,PK-PES,24,Local Fund,Verified by field officer,REC00462
Bahawalpur,Shelter,Mar-2025,323.0,166.0,Seasonal Aid,High,PK-BAH,157,USAID,Reported late,REC00671
Sialkot,Water,12/01/2025,306.0,98.0,Recovery,Medium,PK-SIA,208,Local Fund,,REC02704
Multan,Medicine,2025-06-01,171.0,134.0,Emergency,Low,PK-MUL,37,WFP,N/A,REC02834
Lahore,Shelter,12/01/2026,117.0,121.0,Recovery,Medium,PK-LAH,-4,USAID,Partial delivery,REC01958
Multan,Shelter,2026-09-01,747.0,478.0,Development,Low,PK-MUL,269,UNHCR,Verified by field officer,REC00715
Rawalpindi,Food,2025-05-01,129.0,135.0,Emergency,Low,PK-RAW,-6,Govt Relief Fund,Partial delivery,REC01351
Sargodha,Clothing,2026/06/01,466.0,357.0,Recovery,Low,PK-SAR,109,Local Fund,Delayed due to weather,REC00425
Bahawalpur,Food,Nov-2026,674.0,290.0,Recovery,Medium,PK-BAH,384,WFP,Partial delivery,REC02092
Peshawar,Water,2025/02/01,,136.0,Seasonal Aid,High,PK-PES,50,Red Crescent,Awaiting confirmation,REC02710
Peshawar,Clothing,08/01/2025,371.0,272.0,Recovery,Medium,PK-PES,99,UNICEF,Partial delivery,REC00636
Karachi,Hygiene,2025-11-01,718.0,497.0,Development,Medium,PK-KAR,221,WFP,N/A,REC00529
Rawalpindi,Shelter,12/01/2026,630.0,597.0,Seasonal Aid,Low,PK-RAW,33,UNHCR,Delayed due to weather,REC02267
Hyderabad,Water,2025/11/01,246.0,113.0,Recovery,Low,PK-HYD,133,WFP,Awaiting confirmation,REC01766
Sargodha,Water,10/01/2026,194.0,164.0,Seasonal Aid,Medium,PK-SAR,30,UNHCR,Delayed due to weather,REC02869
Lahore,Water,07/01/2026,653.0,535.0,Recovery,High,PK-LAH,118,WFP,,REC00283
Bahawalpur,Hygiene,2026-01-01,173.0,165.0,Recovery,,PK-BAH,8,UNHCR,Delayed due to weather,REC02996
Bahawalpur,Medicine,Apr-2026,214.0,122.0,Recovery,High,PK-BAH,92,UNICEF,Delayed due to weather,REC02904
Rawalpindi,Food,01/01/2026,763.0,277.0,Seasonal Aid,Low,PK-RAW,486,USAID,Verified by field officer,REC01499
Gujranwala,Water,2025/06/01,535.0,274.0,Emergency,Low,PK-GUJ,261,UNICEF,N/A,REC00610
Multan,Hygiene,2026/12/01,231.0,133.0,Recovery,High,PK-MUL,105,UNHCR,,REC00486
Gujranwala,Water,01/01/2025,627.0,197.0,Seasonal Aid,Medium,PK-GUJ,430,UNHCR,Reported late,REC01479
Quetta,Hygiene,03/01/2025,737.0,,Development,Low,PK-QUE,460,Red Crescent,N/A,REC01086
Rawalpindi,Shelter,05/01/2026,797.0,633.0,Recovery,Medium,PK-RAW,164,UNHCR,Awaiting confirmation,REC02130
Multan,Hygiene,Jun-2026,109.0,38.0,Emergency,Medium,PK-MUL,71,UNHCR,N/A,REC01705
Hyderabad,Shelter,Nov-2026,739.0,568.0,Development,Low,PK-HYD,171,Red Crescent,,REC00325
Sargodha,Shelter,Oct-2026,718.0,591.0,Emergency,High,PK-SAR,127,Local Fund,Awaiting confirmation,REC00020
Sargodha,Hygiene,11/01/2025,163.0,137.0,Development,High,PK-SAR,26,UNHCR,Delayed due to weather,REC02503
Bahawalpur,Water,10/01/2025,512.0,209.0,Seasonal Aid,Low,PK-BAH,303,Local Fund,Partial delivery,REC00839
Sialkot,Shelter,04/01/2026,763.0,352.0,Seasonal Aid,Medium,PK-SIA,411,USAID,N/A,REC02022
Sialkot,Food,2026-10-01,675.0,487.0,Emergency,Low,PK-SIA,188,UNICEF,Reported late,REC02807
Karachi,Shelter,2025-04-01,557.0,553.0,Recovery,High,PK-KAR,4,Red Crescent,Reported late,REC01674
Bahawalpur,Shelter,2026/04/01,678.0,469.0,Development,Medium,PK-BAH,245,USAID,Awaiting confirmation,REC01341
Karachi,Hygiene,06/01/2025,604.0,421.0,Development,Low,PK-KAR,183,Local Fund,Delayed due to weather,REC02083
Hyderabad,Shelter,Sep-2026,307.0,242.0,Development,High,PK-HYD,65,USAID,Partial delivery,REC02857
Bahawalpur,Hygiene,2025-10-01,127.0,108.0,Seasonal Aid,Medium,PK-BAH,19,UNICEF,Reported late,REC01791
Quetta,Water,09/01/2026,184.0,90.0,Recovery,Medium,PK-QUE,94,Red Crescent,Reported late,REC01613
Faisalabad,Clothing,2026/12/01,512.0,326.0,Emergency,High,PK-FAI,186,Local Fund,,REC02953
Faisalabad,Water,2025-12-01,384.0,250.0,Development,Medium,PK-FAI,134,USAID,Reported late,REC01523
Multan,Shelter,2025/01/01,648.0,671.0,Emergency,High,PK-MUL,-23,Local Fund,Reported late,REC00801
Quetta,Water,2026/10/01,89.0,34.0,Recovery,Medium,PK-QUE,55,UNHCR,,REC01580
Karachi,Water,2025/10/01,392.0,176.0,Emergency,Low,PK-KAR,216,USAID,Partial delivery,REC00097
Bahawalpur,Clothing,2026-10-01,584.0,518.0,Recovery,High,PK-BAH,66,Red Crescent,Awaiting confirmation,REC02495
Sargodha,Clothing,Aug-2026,872.0,732.0,Development,Low,PK-SAR,140,Red Crescent,N/A,REC00475
Peshawar,Medicine,Nov-2025,642.0,645.0,Recovery,Low,,-3,Local Fund,Delayed due to weather,REC01789
Lahore,Medicine,07/01/2026,415.0,283.0,Development,Low,PK-LAH,132,UNHCR,Reported late,REC00367
Multan,Food,2025-10-01,323.0,216.0,Seasonal Aid,Medium,PK-MUL,107,Local Fund,Awaiting confirmation,REC01898
Lahore,Food,2026/04/01,261.0,192.0,Recovery,High,PK-LAH,69,Red Crescent,Reported late,REC01722
Peshawar,Water,May-2025,187.0,97.0,Emergency,Low,PK-PES,90,USAID,Reported late,REC01910
Bahawalpur,Water,Feb-2026,849.0,497.0,Recovery,Low,PK-BAH,352,Red Crescent,Delayed due to weather,REC02555
Bahawalpur,Shelter,2025/01/01,554.0,553.0,Seasonal Aid,Medium,PK-BAH,1,Local Fund,,REC00761
Sargodha,Hygiene,Aug-2025,402.0,239.0,Development,Medium,PK-SAR,163,Local Fund,Reported late,REC00919
Rawalpindi,Medicine,Jul-2025,605.0,,Seasonal Aid,High,PK-RAW,56,Red Crescent,,REC01426
Hyderabad,Food,Apr-2026,362.0,354.0,Development,High,PK-HYD,8,USAID,Delayed due to weather,REC02808
Lahore,Clothing,2025/10/01,761.0,656.0,Recovery,Medium,PK-LAH,105,UNICEF,Partial delivery,REC00393
Multan,Medicine,Aug-2026,510.0,392.0,Seasonal Aid,Medium,PK-MUL,118,UNICEF,Partial delivery,REC01770
Sialkot,Food,2025/10/01,317.0,213.0,Recovery,High,PK-SIA,104,USAID,Reported late,REC00507
Multan,Water,Aug-2026,829.0,283.0,Recovery,Low,PK-MUL,546,UNICEF,Awaiting confirmation,REC00435
Hyderabad,Food,2025-03-01,455.0,386.0,Recovery,High,PK-HYD,69,Red Crescent,Partial delivery,REC02697
Gujranwala,Shelter,04/01/2025,95.0,54.0,Emergency,Low,PK-GUJ,41,Red Crescent,Awaiting confirmation,REC02991
Lahore,Hygiene,2026-10-01,461.0,217.0,Emergency,Low,PK-LAH,244,Govt Relief Fund,Reported late,REC02048
Faisalabad,Water,Sep-2026,249.0,147.0,Development,Low,,102,USAID,Reported late,REC01832
Faisalabad,Food,2026/02/01,398.0,397.0,Development,Low,,1,Local Fund,Reported late,REC01586
Multan,Shelter,2025-02-01,846.0,498.0,Recovery,Low,PK-MUL,348,Local Fund,,REC01266
Lahore,Food,2025-10-01,458.0,356.0,Recovery,Medium,PK-LAH,102,Local Fund,Reported late,REC00133
Lahore,Hygiene,2025-06-01,111.0,56.0,Development,Low,PK-LAH,55,Govt Relief Fund,Awaiting confirmation,REC01589
Rawalpindi,Medicine,Jan-2025,762.0,542.0,Recovery,Medium,PK-RAW,220,Red Crescent,,REC02499
Quetta,Shelter,Mar-2026,516.0,273.0,Recovery,High,PK-QUE,243,Local Fund,Delayed due to weather,REC00032
Hyderabad,Medicine,2025-06-01,557.0,513.0,Emergency,Medium,PK-HYD,58,UNHCR,Delayed due to weather,REC02170
Karachi,Food,2026-08-01,492.0,362.0,Development,Low,PK-KAR,130,Govt Relief Fund,Awaiting confirmation,REC01376
Gujranwala,Hygiene,03/01/2025,876.0,573.0,Development,Medium,PK-GUJ,303,Govt Relief Fund,Awaiting confirmation,REC01327
Bahawalpur,Water,2026/03/01,615.0,392.0,Seasonal Aid,Medium,PK-BAH,223,Govt Relief Fund,Verified by field officer,REC01113
Rawalpindi,Water,Feb-2026,732.0,268.0,Seasonal Aid,Low,PK-RAW,464,UNICEF,Delayed due to weather,REC01350
Gujranwala,Clothing,Mar-2025,592.0,252.0,Development,High,PK-GUJ,340,Local Fund,Reported late,REC00256
Gujranwala,Water,2025-12-01,,468.0,,High,PK-GUJ,364,UNHCR,Reported late,REC00893
Hyderabad,Clothing,Aug-2025,527.0,441.0,Recovery,High,PK-HYD,86,Local Fund,Verified by field officer,REC02408
Multan,Clothing,2025/02/01,520.0,390.0,,Low,PK-MUL,130,USAID,Reported late,REC00052
Karachi,Food,04/01/2025,664.0,319.0,Seasonal Aid,Medium,PK-KAR,345,UNICEF,Awaiting confirmation,REC00876
Multan,Food,Oct-2025,725.0,219.0,Development,Low,PK-MUL,506,Local Fund,Partial delivery,REC00939
Faisalabad,Medicine,Jan-2026,737.0,452.0,Recovery,Low,PK-FAI,285,UNHCR,Awaiting confirmation,REC02821
Lahore,Medicine,May-2025,436.0,366.0,Seasonal Aid,Medium,PK-LAH,70,UNHCR,Verified by field officer,REC01127
Gujranwala,Hygiene,05/01/2025,605.0,241.0,Emergency,Medium,PK-GUJ,364,USAID,Awaiting confirmation,REC01220
Faisalabad,Food,2025/01/01,196.0,141.0,Recovery,Low,PK-FAI,55,Red Crescent,Partial delivery,REC02728
Lahore,Water,2025/11/01,672.0,438.0,Seasonal Aid,Medium,PK-LAH,234,UNHCR,,REC02854
Multan,Clothing,Feb-2025,223.0,148.0,Emergency,Medium,PK-MUL,75,Local Fund,Reported late,REC00125
